,Published_time,news_content,news_headline
134,2023-11-27 20:00:00,"Thị trường chứng quyền 28/11/2023: Rủi ro vẫn còn tiềm ẩn: Kết thúc phiên giao dịch ngày 27/11/2023, toàn thị trường có 71 mã tăng, 117 mã giảm và 48 mã tham chiếu (tham khảo hình bên dưới). Khối ngoại quay...",Thị trường chứng quyền 28/11/2023: Rủi ro vẫn còn tiềm ẩn
135,2023-11-27 11:01:00,Trưởng Ban Kiểm soát MAC thoái sạch vốn: Bà Phạm Thị Hồng Giang - Trưởng Ban Kiểm soát CTCP Cung ứng và Dịch vụ Kỹ thuật Hàng Hải (HNX: MAC) đã bán toàn bộ 3.25 triệu cp MAC nắm giữ (tỷ lệ...,Trưởng Ban Kiểm soát MAC thoái sạch vốn
136,2023-11-26 19:00:00,"Thị trường chứng quyền tuần 27/11-01/12/2023: Ngày càng bi quan: Kết thúc phiên giao dịch ngày 24/11/2023, toàn thị trường có 17 mã tăng, 193 mã giảm và 26 mã tham chiếu (tham khảo hình bên dưới). Khối ngoại quay...",Thị trường chứng quyền tuần 27/11-01/12/2023: Ngày càng bi quan
137,2023-11-24 16:00:00,"VCBS nhập cuộc đua lãi suất, hỗ trợ nhà đầu tư bứt tốc giao dịch: Chiến lược giao dịch ngắn hạn của nhà đầu tư sẽ phát huy tối đa hiệu quả khi sử dụng giải pháp lãi suất linh hoạt, cạnh tranh cùng nhiều ưu đãi hấp...","VCBS nhập cuộc đua lãi suất, hỗ trợ nhà đầu tư bứt tốc giao dịch"
138,2023-11-23 20:00:00,"Thị trường chứng quyền 24/11/2023: Đỏ rực cùng chứng khoán cơ sở: Kết thúc phiên giao dịch ngày 23/11/2023, toàn thị trường có 31 mã tăng, 147 mã giảm và 58 mã tham chiếu (tham khảo hình bên dưới). Khối ngoại quay...",Thị trường chứng quyền 24/11/2023: Đỏ rực cùng chứng khoán cơ sở
139,2023-11-23 08:00:00,Top cổ phiếu đáng chú ý đầu phiên 23/11: Danh sách các mã cổ phiếu tăng và giảm mạnh nhất những phiên gần đây theo số liệu thống kê của Vietstock.,Top cổ phiếu đáng chú ý đầu phiên 23/11
140,2023-11-22 15:20:00,"Nhịp đập Thị trường 22/11: VN-Index thoát giảm cuối phiên nhờ lực cầu hồi phục: Kết thúc phiên giao dịch, VN-Index tăng 3.36 điểm (0.3%), đạt mức 1,113.82 điểm; HNX-Index tăng 0.69 điểm (0.3%), đạt mốc 230.49 điểm. Độ rộng toàn...",Nhịp đập Thị trường 22/11: VN-Index thoát giảm cuối phiên nhờ lực cầu hồi phục
141,2023-11-22 06:00:00,22/11: Đọc gì trước giờ giao dịch chứng khoán?: Cùng điểm qua những tin tức tài chính trong nước và quốc tế đáng chú ý diễn ra trong 24h qua trước giờ giao dịch hôm nay. ,22/11: Đọc gì trước giờ giao dịch chứng khoán?
142,2023-11-21 13:42:00,"MWG có thể bị loại khỏi DCVFM Diamond ETF?: Nếu MWG bị loại khỏi rổ chỉ số VNDiamond Index trong kỳ review đầu năm 2024, quỹ DCVFM Diamond ETF có thể bán ra khoảng 60 triệu cp MWG.",MWG có thể bị loại khỏi DCVFM Diamond ETF?
143,2023-11-20 20:00:00,"Thị trường chứng quyền 21/11/2023: Rủi ro vẫn còn hiện hữu: Kết thúc phiên giao dịch ngày 20/11/2023, toàn thị trường có 57 mã tăng, 146 mã giảm và 38 mã tham chiếu (tham khảo hình bên dưới). Khối ngoại tiếp...",Thị trường chứng quyền 21/11/2023: Rủi ro vẫn còn hiện hữu
144,2023-11-20 14:00:00,"Lãnh đạo mua bán cổ phiếu: Lệch chiều bên bán: Mặc dù thị trường chứng khoán đang có xu hướng hồi phục tích cực trong tuần từ ngày 13-17/11/2023, nhưng lãnh đạo và người thân vẫn ồ ạt đăng ký bán...",Lãnh đạo mua bán cổ phiếu: Lệch chiều bên bán
145,2023-11-19 21:32:00,"Góc nhìn tuần 20 - 24/11: Kiểm định hỗ trợ 1,100 điểm: Theo SHS, thị trường trong ngắn hạn đang vận động lỏng lẻo nhưng nhịp hồi phục đã hình thành, VN-Index đang kiểm định lại ngưỡng hỗ trợ 1,100 điểm và...","Góc nhìn tuần 20 - 24/11: Kiểm định hỗ trợ 1,100 điểm"
146,2023-11-17 21:05:00,"Vi phạm công bố thông tin, Sun Way bị phạt 85 triệu đồng: Ngày 16/11/2023, Thanh tra Ủy ban Chứng khoán Nhà nước (UBCKNN) ban hành quyết định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị...","Vi phạm công bố thông tin, Sun Way bị phạt 85 triệu đồng"
147,2023-11-17 11:14:00,"Hội quán Chứng khoán sinh hoạt định kỳ tháng 11/2023 với chủ đề ""GÓC NHÌN ĐẦU TƯ CUỐI NĂM 2023"": Ngày 24/11 tới đây, Hội quán Chứng khoán sẽ có buổi sinh hoạt định kỳ tháng 11 với chủ đề “Góc nhìn đầu tư cuối năm 2023”, hứa hẹn mang lại cho nhà...","Hội quán Chứng khoán sinh hoạt định kỳ tháng 11/2023 với chủ đề ""GÓC NHÌN ĐẦU TƯ CUỐI NĂM 2023"""
148,2023-11-16 18:16:00,"Theo dấu dòng tiền cá mập 16/11: Khối ngoại quay lại bán ròng: Phiên giao dịch 16/11, khối ngoại đã quay lại bán ròng gần 215 tỷ đồng. Trong khi đó, tự doanh công ty chứng khoán vẫn tiếp tục mua ròng hơn 434 tỷ...",Theo dấu dòng tiền cá mập 16/11: Khối ngoại quay lại bán ròng
149,2023-11-16 14:57:00,"Vừa tất toán xong trái phiếu, F88 lại phát hành thêm: CTCP Kinh doanh F88 công bố phát hành thành công lô trái phiếu mới có trị giá 200 tỷ đồng. Tháng 9 vừa qua, F88 cũng vừa huy động hơn 1,200 tỷ đồng...","Vừa tất toán xong trái phiếu, F88 lại phát hành thêm"
150,2023-11-15 19:48:00,Góc nhìn 16/11: Rung lắc mạnh phiên đáo hạn phái sinh?: Agriseco Research lưu ý rằng ngày mai (16/11) là phiên đáo hạn phái sinh nên các nhịp rung lắc có thể sẽ xảy ra mạnh hơn.,Góc nhìn 16/11: Rung lắc mạnh phiên đáo hạn phái sinh?
151,2023-11-15 09:40:00,Tổ chức liên quan Tổng Giám đốc không mua hết 6 triệu cp IDC như đăng ký: Công ty TNHH Kinh doanh và cho thuê nhà Tân Bách Việt (gọi tắt là Tân Bách Việt) mua được hơn 4 triệu cp trong số 6 triệu cp đăng ký của Tổng Công ty...,Tổ chức liên quan Tổng Giám đốc không mua hết 6 triệu cp IDC như đăng ký
152,2023-11-14 18:36:00,"Góc nhìn 15/11:  Vùng cân bằng mới ở 1,100-1,150?: SHS nhận định với trạng thái hồi phục hiện tại, khu vực cân bằng mới để tích lũy lại có khả năng trong vùng điểm 1,100-1,150 điểm.","Góc nhìn 15/11:  Vùng cân bằng mới ở 1,100-1,150?"
153,2023-11-14 09:04:00,"EPS 9 tháng đầu năm 2023 của các doanh nghiệp biến động thế nào?: Trong bối cảnh nền kinh tế vẫn ảm đạm sau những thăng trầm và biến động từ năm ngoái, nhiều doanh nghiệp vẫn ghi nhận mức tăng trưởng đột phá về chỉ...",EPS 9 tháng đầu năm 2023 của các doanh nghiệp biến động thế nào?
154,2023-11-13 16:05:00,"Chỉ 0.25% dân số tham gia, tổng NAV các quỹ đầu tư chứng khoán đạt gần 72 ngàn tỷ đồng: Tính đến hết tháng 9/2023, có 105 quỹ đầu tư chứng khoán được cấp phép đang hoạt động trên thị trường chứng khoán Việt Nam với tổng giá trị tài sản...","Chỉ 0.25% dân số tham gia, tổng NAV các quỹ đầu tư chứng khoán đạt gần 72 ngàn tỷ đồng"
155,2023-11-13 09:01:00,"Một cá nhân rút khỏi ghế cổ đông lớn của MHC: Ngày 10/11/2023, bà Dương Thị Hồng Hạnh bán ra 1 triệu cp của CTCP MHC (HOSE: MHC), qua đó không còn là cổ đông lớn của Công ty.",Một cá nhân rút khỏi ghế cổ đông lớn của MHC
156,2023-11-12 07:30:00,Phân tích kỹ thuật chứng khoán Việt Nam: Tuần 13-17/11/2023: Chiến lược đầu tư & Phân tích kỹ thuật chuyên sâu thị trường chứng khoán Việt Nam.,Phân tích kỹ thuật chứng khoán Việt Nam: Tuần 13-17/11/2023
157,2023-11-10 18:29:00,"Theo dấu dòng tiền cá mập 10/11: Tự doanh, khối ngoại đồng loạt bán ròng: Phiên giao dịch 10/11, tự doanh công ty chứng khoán và khối ngoại cùng nhau bán ròng. Trong đó, tự doanh bán gần 205 tỷ đồng, khối ngoại bán gần 247...","Theo dấu dòng tiền cá mập 10/11: Tự doanh, khối ngoại đồng loạt bán ròng"
158,2023-11-10 08:00:00,Top cổ phiếu đáng chú ý đầu phiên 10/11: Danh sách các mã cổ phiếu tăng và giảm mạnh nhất những phiên gần đây theo số liệu thống kê của Vietstock.,Top cổ phiếu đáng chú ý đầu phiên 10/11
159,2023-11-09 16:55:00,"Nova Consumer vừa chào sàn đã giảm ngay 40%: Khác với tâm lý hào hứng thường thấy ở các đợt chào sàn trước đây, cổ phiếu Nova Consumer vừa lên sàn đã gây thất vọng cho cổ đông.",Nova Consumer vừa chào sàn đã giảm ngay 40%
160,2023-11-09 08:08:00,"Chủ tịch NED muốn bán bớt 950 ngàn cp: Do nhu cầu cá nhân, Chủ tịch HĐQT CTCP Đầu tư và Phát triển Điện Tây Bắc (UPCoM: NED) - ông Trần Văn Huyên đăng ký bán 950 ngàn cp NED trong thời...",Chủ tịch NED muốn bán bớt 950 ngàn cp
161,2023-11-08 16:35:00,"Hodeco chi 81 tỷ đồng mua gần 5 triệu cp HUB: Thời gian diễn ra từ ngày 09/10 – 07/11/2023. Sau giao dịch, Hodeco nâng tỷ lệ sở hữu tại HUB lên 37.19%, tương đương gần 10 triệu cp.",Hodeco chi 81 tỷ đồng mua gần 5 triệu cp HUB
162,2023-11-08 08:00:00,Top cổ phiếu đáng chú ý đầu phiên 08/11: Danh sách các mã cổ phiếu tăng và giảm mạnh nhất những phiên gần đây theo số liệu thống kê của Vietstock.,Top cổ phiếu đáng chú ý đầu phiên 08/11
163,2023-11-07 16:13:00,"Maybank: Không loại trừ khả năng NHNN tăng lãi suất chính sách trở lại: Trong báo cáo Kinh tế Việt Nam mới đây của Maybank Investment Bank Việt Nam (MSVN), nhóm phân tích duy trì dự báo tăng trưởng GDP năm 2023 của Việt...",Maybank: Không loại trừ khả năng NHNN tăng lãi suất chính sách trở lại
164,2023-11-07 10:17:00,"20 triệu cổ phiếu SGO của Dầu thực vật Sài Gòn sắp hủy giao dịch trên UPCoM: HNX thông báo về việc hủy đăng ký giao dịch đối với cổ phiếu của CTCP Dầu thực vật Sài Gòn (UPCoM: SGO), khép lại hành trình gần 8 năm tham gia thị...",20 triệu cổ phiếu SGO của Dầu thực vật Sài Gòn sắp hủy giao dịch trên UPCoM
165,2023-11-06 18:32:00,"Theo dấu dòng tiền cá mập 06/11: Tự doanh và khối ngoại đồng loạt mua ròng mạnh: Phiên giao dịch 06/11, tự doanh công ty chứng khoán và khối ngoại đồng loạt mua ròng mạnh. Cụ thể, tự doanh mua ròng hơn 286 tỷ đồng, khối ngoại cũng...",Theo dấu dòng tiền cá mập 06/11: Tự doanh và khối ngoại đồng loạt mua ròng mạnh
166,2023-11-06 10:40:00,VNDirect: Định giá thị trường về vùng hấp dẫn cho mục tiêu dài hạn: Báo cáo chiến lược tháng 11 của VNDirect nhận định nhịp điều chỉnh vừa qua đã đưa định giá (P/B) của VN-Index về tiệm cận đáy trung hạn của thị...,VNDirect: Định giá thị trường về vùng hấp dẫn cho mục tiêu dài hạn
167,2023-11-05 20:29:00,"Cổ phiếu nào giúp VN-Index lấy lại được sắc xanh?: Sau nhiều tuần giảm mạnh, hai chỉ số thị trường trong tuần 30/10-03/11/2023 có diễn biến trái ngược nhau. Cụ thể, VN-Index trở lại đà tăng với mức...",Cổ phiếu nào giúp VN-Index lấy lại được sắc xanh?
168,2023-11-03 12:08:00,Phân tích kỹ thuật phiên chiều 03/11: Áp lực chốt lời đang hiện diện: VN-Index và HNX-Index đều có tín hiệu mua trở lại từ chỉ báo Stochastic Oscillator trong vùng quá bán (oversold) nên đà tăng ngắn hạn sẽ được củng cố,Phân tích kỹ thuật phiên chiều 03/11: Áp lực chốt lời đang hiện diện
169,2023-11-02 12:00:00,Phân tích kỹ thuật phiên chiều 02/11: Nhịp hồi phục tiếp tục được duy trì: VN-Index và HNX-Index đều bật tăng mạnh cùng với khối lượng giao dịch đã có sự cải thiện đáng kể cho thấy tâm lý nhà đầu tư đã khởi sắc hơn.,Phân tích kỹ thuật phiên chiều 02/11: Nhịp hồi phục tiếp tục được duy trì
170,2023-11-01 20:00:00,"Thị trường chứng quyền 02/11/2023: Sắc xanh quay trở lại: Kết thúc phiên giao dịch ngày 01/11/2023, toàn thị trường có 1 mã tăng trần, 108 mã tăng, 24 mã đứng giá và 57 mã giảm. Khối ngoại tiếp tục bán...",Thị trường chứng quyền 02/11/2023: Sắc xanh quay trở lại
171,2023-11-01 14:30:00,"Doanh nghiệp nào chậm nộp BCTC quý 3/2023?: Mới đây, Sở Giao dịch Chứng khoán TPHCM (HOSE) có văn bản nhắc nhở về vấn đề chậm nộp BCTC quý 3/2023 đối với 4 doanh nghiệp.",Doanh nghiệp nào chậm nộp BCTC quý 3/2023?
172,2023-10-31 19:30:00,Chứng khoán phái sinh ngày 01/11/2023: Tiếp tục bi quan: Các hợp đồng tương lai hầu hết giảm điểm trong phiên giao dịch ngày 31/10/2023. VN30-Index tiếp tục test lại đáy cũ tháng 04/2023 (tương đương vùng...,Chứng khoán phái sinh ngày 01/11/2023: Tiếp tục bi quan
173,2023-10-31 08:40:00,ASP làm gì để khắc phục chứng khoán bị cảnh báo?: CTCP Tập đoàn Dầu khí An Pha (HOSE: ASP) công bố giải trình và báo cáo tình hình khắc phục tình trạng chứng khoán bị cảnh báo.,ASP làm gì để khắc phục chứng khoán bị cảnh báo?
174,2023-10-30 15:35:00,"Nhịp đập Thị trường 30/10: Áp lực bán mạnh phiên ATC, VN-Index tiếp tục đà rơi: Kết thúc phiên giao dịch, VN-Index giảm 18.22 điểm (-1.72%), xuống còn 1,042.40 điểm; HNX-Index giảm 6.7 điểm (-3.07%), xuống còn 211.34 điểm. Độ...","Nhịp đập Thị trường 30/10: Áp lực bán mạnh phiên ATC, VN-Index tiếp tục đà rơi"
175,2023-10-29 19:00:00,"Thị trường chứng quyền Tuần 30/10-03/11/2023: Phục hồi trở lại: Kết thúc phiên giao dịch ngày 27/10/2023, toàn thị trường có 80 mã tăng, 57 mã giảm và 36 mã tham chiếu. Khối ngoại quay lại mua ròng với tổng mức...",Thị trường chứng quyền Tuần 30/10-03/11/2023: Phục hồi trở lại
176,2023-10-28 12:15:00,"Bộ Công an thông báo kết quả điều tra vụ án xảy ra tại FLC: Ngày 28/10/2023, Văn phòng Cơ quan Cảnh sát điều tra (CSĐT) Bộ Công an thông báo kết quả điều tra, xử lý vụ án hình sự về tội “Thao túng thị trường...",Bộ Công an thông báo kết quả điều tra vụ án xảy ra tại FLC
177,2023-10-27 12:23:00,Phân tích kỹ thuật phiên chiều 27/10: Thị trường ảm đạm: VN-Index giảm điểm và liên tục giằng co mạnh dưới mức tham chiếu. Đồng thời chỉ số bám sát đường Lower Band của dải Bollinger Bands đang mở rộng cho...,Phân tích kỹ thuật phiên chiều 27/10: Thị trường ảm đạm
178,2023-10-26 20:00:00,"Thị trường chứng quyền 27/10/2023: Áp lực bán tháo ồ ạt: Kết thúc phiên giao dịch ngày 26/10/2023, toàn thị trường có 5 mã tăng, 15 mã đứng giá, 155 mã giảm và 9 mã giảm sàn. Khối ngoại tiếp tục bán...",Thị trường chứng quyền 27/10/2023: Áp lực bán tháo ồ ạt
179,2023-10-26 14:21:00,Một cổ đông lớn muốn tăng tỷ lệ sở hữu tại PVI: HDI Global SE vừa đăng ký mua thêm 1 triệu cổ phiếu của CTCP PVI (HNX: PVI) với mục đích đầu tư và nâng tỷ lệ sở hữu. Phương thức...,Một cổ đông lớn muốn tăng tỷ lệ sở hữu tại PVI
180,2023-10-26 08:00:00,Top cổ phiếu đáng chú ý đầu phiên 26/10: Danh sách các mã cổ phiếu tăng và giảm mạnh nhất những phiên gần đây theo số liệu thống kê của Vietstock.,Top cổ phiếu đáng chú ý đầu phiên 26/10
181,2023-10-25 13:05:00,"Hội quán Chứng khoán sinh hoạt buổi đầu tiên với chủ đề ""Cơ hội nào cho thị trường sau điều chỉnh sâu?"" : Ngày 27/10 tới đây, Hội quán Chứng khoán sẽ có buổi sinh hoạt với chủ đề “Cơ hội nào cho thị trường sau điều chỉnh sâu?”, hứa hẹn mang lại nhiều góc...","Hội quán Chứng khoán sinh hoạt buổi đầu tiên với chủ đề ""Cơ hội nào cho thị trường sau điều chỉnh sâu?"" "
182,2023-10-25 06:00:00,25/10: Đọc gì trước giờ giao dịch chứng khoán?: Cùng điểm qua những tin tức về kết quả kinh doanh quý 3 của hàng loạt doanh nghiệp đã công bố trước giờ giao dịch hôm nay.,25/10: Đọc gì trước giờ giao dịch chứng khoán?
183,2023-10-24 13:19:00,"Đầu tư CORES thành cổ đông lớn của RCL: Công ty TNHH Đầu tư CORES trở thành cổ đông lớn của CTCP Địa ốc Chợ Lớn (HNX: RCL) từ ngày 12/10 sau khi thực hiện mua 100,000 cp.",Đầu tư CORES thành cổ đông lớn của RCL
184,2023-10-23 21:00:00,"Tiền rót vào cổ phiếu vận tải dầu và dầu khí: Dòng tiền hồi phục trong tuần thị trường sụt giảm mạnh. Tuy không thực sự rõ ràng, dòng tiền vẫn thể hiện xu hướng chảy vào một số nhóm cổ phiếu.",Tiền rót vào cổ phiếu vận tải dầu và dầu khí
185,2023-10-23 12:25:00,"Phân tích kỹ thuật phiên chiều 23/10: Những tín hiệu xấu đã xuất hiện trở lại: VN-Index và HNX-Index tiếp tục gặp phải áp lực bán mạnh và xuất hiện các mẫu hình nến đảo chiều giảm điểm như Black Marubozu, Inverted Hammer cho...",Phân tích kỹ thuật phiên chiều 23/10: Những tín hiệu xấu đã xuất hiện trở lại
186,2023-10-22 21:25:00,"Góc nhìn tuần 23 - 27/10: Hình thành đáy quanh vùng 1,100 điểm?: Theo Yuanta, thị trường vẫn đang trong giai đoạn tích lũy ngắn hạn và các chỉ báo kỹ thuật có dấu hiệu hồi phục từ quá bán, nếu nhịp hồi phục tiếp...","Góc nhìn tuần 23 - 27/10: Hình thành đáy quanh vùng 1,100 điểm?"
187,2023-10-20 17:06:00,"Chứng khoán Tuần 16-20/10/2023: Lạc quan vào cuối tuần: Kết tuần, VN-Index kịp thời hồi phục ở phiên giao dịch cuối cùng khép lại chuỗi ngày giảm điểm mạnh liên tiếp trước đó. Mặt khác, việc khối ngoại...",Chứng khoán Tuần 16-20/10/2023: Lạc quan vào cuối tuần
188,2023-10-20 08:00:00,Top cổ phiếu đáng chú ý đầu phiên 20/10: Danh sách các mã cổ phiếu tăng và giảm mạnh nhất những phiên gần đây theo số liệu thống kê của Vietstock.,Top cổ phiếu đáng chú ý đầu phiên 20/10
189,2023-10-19 13:00:00,"Bất động sản An Gia hủy phương án mua lại hơn 15 triệu cp: Do điều kiện thị trường thay đổi và để phù hợp với kế hoạch kinh doanh, CTCP Đầu tư và Phát triển Bất động sản An Gia (HOSE: AGG) hủy bỏ phương án...",Bất động sản An Gia hủy phương án mua lại hơn 15 triệu cp
190,2023-10-18 18:20:00,"Góc nhìn 19/10: Chưa xuyên thủng hoàn toàn vùng 1,100?: Yuanta nhận định thị trường có thể sẽ hồi phục trong phiên giao dịch 19/10 và thị trường có thể sẽ chưa thể xuyên thủng hoàn toàn vùng 1,100 điểm của...","Góc nhìn 19/10: Chưa xuyên thủng hoàn toàn vùng 1,100?"
191,2023-10-18 08:00:00,Top cổ phiếu đáng chú ý đầu phiên 18/10: Danh sách các mã cổ phiếu tăng và giảm mạnh nhất những phiên gần đây theo số liệu thống kê của Vietstock.,Top cổ phiếu đáng chú ý đầu phiên 18/10
192,2023-10-17 15:38:00,"Hai Phó Tổng Giám đốc CKG thành công bán bớt cổ phiếu: Bà Trần Thị Mai Hương và ông Trần Quốc Trưởng, cả hai vị Phó Tổng Giám đốc của CTCP Tập đoàn Tư vấn Đầu tư Xây dựng Kiên Giang (HOSE: CKG), đã bán...",Hai Phó Tổng Giám đốc CKG thành công bán bớt cổ phiếu
193,2023-10-16 19:12:00,"Góc nhìn 17/10: Tiếp tục giằng co?: BSC dự báo trong những phiên giao dịch tới, thị trường có thể tiếp tục xu hướng giằng co trong vùng 1,140 - 1,160 điểm.",Góc nhìn 17/10: Tiếp tục giằng co?
194,2023-10-16 09:53:00,Nhóm dầu khí nổi sóng nhờ cú bứt phá 6% của giá dầu: Cổ phiếu ngành dầu khí nổi lên như “điểm sáng” giữa lúc thị trường đang còn giằng co ở ngưỡng tham chiếu.,Nhóm dầu khí nổi sóng nhờ cú bứt phá 6% của giá dầu
195,2023-10-15 10:00:00,"Phân tích kỹ thuật trả lời câu hỏi Mua - Bán khi nào?: Nếu không liên tục cố gắng tiến lên thì bạn sẽ bị bỏ lại phía sau. Đọc hiểu báo cáo tài chính, phân tích kỹ thuật, định giá cổ phiếu… đều là những...",Phân tích kỹ thuật trả lời câu hỏi Mua - Bán khi nào?
196,2023-10-13 18:23:00,"Theo dấu dòng tiền cá mập 13/10: Tự doanh bán ròng mạnh cổ phiếu SGN: Phiên giao dịch ngày 13/10, tự doanh công ty chứng khoán và khối ngoại đồng loạt bán ròng lần lượt 432 tỷ đồng và 249 tỷ đồng.",Theo dấu dòng tiền cá mập 13/10: Tự doanh bán ròng mạnh cổ phiếu SGN
197,2023-10-13 11:30:00,"Cổ đông chiến lược STG chốt giá 52,520 đồng/cp để mua hơn 5 triệu cp: Lần thứ 3 gửi hồ sơ đăng ký chào mua công khai cho CTCP Kho vận Miền Nam (Sotrans, HOSE: STG), cổ đông chiến lược - PSA Cargo Solutions Vietnam...","Cổ đông chiến lược STG chốt giá 52,520 đồng/cp để mua hơn 5 triệu cp"
198,2023-10-12 18:17:00,"Theo dấu dòng tiền cá mập 12/10: Tự doanh và khối ngoại tập trung bán ròng MWG: Phiên giao dịch ngày 12/10, tự doanh công ty chứng khoán và khối ngoại đồng loạt quay lại bán ròng sau 1 phiên mua ròng với giá trị lần lượt gần 134...",Theo dấu dòng tiền cá mập 12/10: Tự doanh và khối ngoại tập trung bán ròng MWG
199,2023-10-12 11:18:00,Chủ rạp Galaxy Cinema gia hạn 8 lô trái phiếu 200 tỷ đồng thêm hai năm: CTCP Giải trí và Giáo dục Galaxy (viết tắt là Galaxy EE hoặc GEE) mới đây đã xin thay đổi một số điều khoản cho 8 lô trái phiếu phát hành năm 2021...,Chủ rạp Galaxy Cinema gia hạn 8 lô trái phiếu 200 tỷ đồng thêm hai năm
200,2023-10-11 19:00:00,"Hai tổ chức liên quan tới lãnh đạo ITA đã sang tay 10 triệu cp?: Trong hai phiên 10-11/10, CTCP Đại học Tân Tạo đã mua thỏa thuận 10 triệu cp CTCP Đầu tư và Công nghiệp Tân Tạo (HOSE: ITA) như đăng ký. Bên bán được...",Hai tổ chức liên quan tới lãnh đạo ITA đã sang tay 10 triệu cp?
201,2023-10-11 09:00:00,"Dòng vốn ngoại vào thị trường chứng khoán: Góc nhìn từ hợp tác toàn diện Mỹ - Việt Nam: Trước các lợi ích của ký kết đối tác chiến lược toàn diện Mỹ - Việt Nam, nhiều nhà đầu tư dự báo sẽ có dòng vốn ngoại chảy vào Việt Nam trên mọi lĩnh...",Dòng vốn ngoại vào thị trường chứng khoán: Góc nhìn từ hợp tác toàn diện Mỹ - Việt Nam
202,2023-10-10 18:28:00,"Góc nhìn 11/10: Xảy ra rung lắc?: CTCK Asean nhận định thị trường có khả năng cao xảy ra rung lắc tại vùng 1,156 điểm.",Góc nhìn 11/10: Xảy ra rung lắc?
203,2023-10-10 12:30:00,Phân tích kỹ thuật phiên chiều 10/10: Duy trì tâm lý tích cực: VN-Index và HNX-Index tăng vọt trong phiên sáng kèm theo khối lượng giao dịch đã có sự cải thiện cho thấy tâm lý nhà đầu tư dần lạc quan trở lại.,Phân tích kỹ thuật phiên chiều 10/10: Duy trì tâm lý tích cực
204,2023-10-09 20:00:00,"Thị trường chứng quyền 10/10/2023: Tốt xấu đan xen: Kết thúc phiên giao dịch ngày 09/10/2023, toàn thị trường có 107 mã tăng, 54 mã giảm và 19 mã tham chiếu. Khối ngoại quay lại bán ròng với tổng mức...",Thị trường chứng quyền 10/10/2023: Tốt xấu đan xen
205,2023-10-09 13:20:00,"Cơ hội và giải pháp nâng hạng thị trường chứng khoán Việt Nam: Thu hút vốn đầu tư nước ngoài tham gia vào thị trường chứng khoán là một nhiệm vụ trọng tâm góp phần thúc đẩy sự tăng trưởng ổn định, bền vững, công...",Cơ hội và giải pháp nâng hạng thị trường chứng khoán Việt Nam
206,2023-10-08 22:00:00,"Góc nhìn tuần 09 - 13/10: Hình thành đáy trong ngắn hạn?: Theo SHS, thị trường trong ngắn hạn đang có tín hiệu hình thành đáy để có nhịp phục hồi mới và nhà đầu tư ngắn hạn có khả năng chịu đựng rủi ro cao...",Góc nhìn tuần 09 - 13/10: Hình thành đáy trong ngắn hạn?
207,2023-10-07 10:30:00,"Cá mập PYN Elite lỗ hơn 7% trong tháng 9: Trước diễn biến tiêu cực của thị trường chứng khoán, cộng thêm cú hích từ VNĐ suy yếu khiến hiệu suất đầu tư của cá mập PYN Elite Fund âm 7.4% trong...",Cá mập PYN Elite lỗ hơn 7% trong tháng 9
208,2023-10-06 15:33:00,"Quỹ thuộc SGI Capital: “Thanh khoản không còn dư thừa, thị trường sẽ phân hóa”: Sau pha điều chỉnh hiện tại VN-Index về sát 1,100 điểm, quỹ Ballad - trực thuộc SGI Capital - cho rằng thị trường sẽ bước vào giai đoạn phân hoá...","Quỹ thuộc SGI Capital: “Thanh khoản không còn dư thừa, thị trường sẽ phân hóa”"
209,2023-10-06 08:30:00,"Quỹ tỷ đô Dragon Capital lỗ gần 6% trong tháng 9: Với hiệu suất đầu tư ước tính âm 5.98% trong tháng 9, thành quả đầu tư tính từ đầu năm đến ngày 29/09/2023 của VEIL - quỹ lớn nhất thuộc Dragon...",Quỹ tỷ đô Dragon Capital lỗ gần 6% trong tháng 9
210,2023-10-05 17:05:00,"HDS phát hành 67.5 triệu cp cho cổ đông hiện hữu, giá 15,000 đồng/cp: HĐQT CTCP Chứng khoán HD (HDS) vừa thông qua phương án chi tiết phát hành hơn 67.5 triệu cổ phần cho cổ đông hiện hữu. Thời gian dự kiến...","HDS phát hành 67.5 triệu cp cho cổ đông hiện hữu, giá 15,000 đồng/cp"
211,2023-10-05 12:29:00,Phân tích kỹ thuật phiên chiều 05/10: Tâm lý thận trọng vẫn còn: VN-Index và HNX-Index dao động quanh mức tham chiếu và khối lượng giao dịch có sự sụt giảm mạnh trong phiên sáng cho thấy tâm lý nhà đầu tư rất thận...,Phân tích kỹ thuật phiên chiều 05/10: Tâm lý thận trọng vẫn còn
212,2023-10-04 21:00:00,"Cổ phiếu ngân hàng rớt giá trong tháng 9: Cổ phiếu ngân hàng có diễn biến kém tích cực khi hầu hết đều giảm giá, tuy nhiên, điểm tích cực là thanh khoản vẫn tăng nhẹ trong tháng qua.",Cổ phiếu ngân hàng rớt giá trong tháng 9
213,2023-10-04 15:23:00,"5 công ty chứng khoán đã tiếp tay cho Tân Hoàng Minh phát hành trái phiếu thế nào?: Để trái phiếu của nhóm Tân Hoàng Minh được phát hành, có nguyên nhân từ một số lỗi vi phạm của một số công ty chứng khoán, với vai trò đơn vị tư vấn...",5 công ty chứng khoán đã tiếp tay cho Tân Hoàng Minh phát hành trái phiếu thế nào?
