,Published_time,news_content,Published_date
72,2022-12-26 15:16:00,"Thị trường chứng khoán thường diễn biến ra sao trong tuần cuối năm? Mặc dù xu hướng rút ròng trước kỳ nghỉ lễ nhiều khả năng sẽ tiếp diễn, tuy nhiên, các chuyên gia kỳ vọng đây sẽ là cơ hội để nhà đầu tư tích lũy cổ phiếu tại vùng giá thấp đối với các cổ phiếu đầu ngành.",2022-12-26
73,2022-12-26 14:49:00,"Thị trường chứng khoán một năm buồn và câu chuyện niềm tin của nhà đầu tư Năm 2022, thị trường chứng khoán Việt Nam chứng kiến nhiều biến động và có tác động mạnh đến tâm lý nhà đầu tư. Trái ngược với bối cảnh kinh tế vĩ mô trong nước không biến động quá xấu và trong tầm kiểm soát, thị trường chứng khoán nước ta lại nằm trong nhóm các chỉ số chứng khoán giảm mạnh nhất thế giới.",2022-12-26
74,2022-12-26 11:15:00,"Dấu ấn thị trường chứng khoán năm 2022: VN-Index biến động dữ dội, khối ngoại trở lại mua ròng tỷ đô Một năm đầy biến động của thị trường chứng khoán (TTCK) Việt Nam sắp khép lại với nhiều dấu ấn đậm nét. VN-Index lần đầu tiên trong lịch sử vượt 1.500 điểm nhưng cũng chỉ sau hơn nửa năm đã rơi xuống dưới 900 điểm. Những hiện tượng chưa từng có trong lịch sử cùng nhiều kỷ lục vô tiền khoáng hậu được xác lập tạo nên một năm khó quên với nhà đầu tư.",2022-12-26
75,2022-12-20 15:42:00,"Nhiều ""tin vui"" xuất hiện, vì sao thị trường chứng khoán vẫn giảm? Theo ông Nguyễn Minh Hoàng, nhịp chỉnh tương đối của VN-Index sẽ tạo ra mặt bằng giá mới để hấp thụ hết lượng cung trên thị trường.",2022-12-20
76,2022-12-18 08:25:00,"Thủ tướng chỉ cách 'chữa bệnh' cho thị trường chứng khoán, bất động sản Thủ tướng chỉ đạo dứt khoát phải xử lý các sai phạm để các thị trường phát triển đúng bản chất, lành mạnh, bảo đảm lợi ích chính đáng của người dân, doanh nghiệp.",2022-12-18
77,2022-12-06 13:46:00,"Chẳng thua kém Samsung hay Lotte, Hàn Quốc có 1 “cỗ máy in tiền” mới: Bỏ 1 đồng thu về 5 đồng, có thể làm chao đảo thị trường chứng khoán Kinh tế Hàn Quốc không chỉ lớn mạnh nhờ đóng góp của các tập đoàn như Samsung, SK, Hyundai, LG hay Lotte mà còn nhờ làn sóng ca sĩ thần tượng. Và gần đây, một “ông lớn” đã phát triển một công nghệ mới để nâng tầm ngành công nghiệp này.",2022-12-06
78,2022-12-05 14:25:00,"Ai là người hùng ""giải cứu"" thị trường chứng khoán? Theo ông Trần Tiến Dũng, thời điểm hiện tại, nhà đầu tư vẫn còn tương đối nhiều cơ hội khi xu hướng của thị trường là tăng điểm.",2022-12-05
79,2022-12-05 08:28:00,"André Kostolany - Nhà đầu tư “đa mưu túc trí” thế kỷ 20: 18 tuổi trở thành môi giới, 35 tuổi tự do tài chính, được mệnh danh là ""Giáo sư của thị trường chứng khoán"" Ông được mệnh danh là “nhân chứng của thị trường chứng khoán thế kỷ 20”, vì ông là nhà đầu cơ gần như gắn bó với thị trường chứng khoán xuyên suốt một thế kỷ.",2022-12-05
80,2022-11-23 19:32:00,"Bộ Tài chính nói gì trong cuộc họp bàn về thị trường chứng khoán và trái phiếu doanh nghiệp ngày 23/11? Tại buổi làm việc, Bộ trưởng Hồ Đức Phớc cho biết, thị trường chứng khoán vừa trải qua một thời kỳ sụt giảm mạnh, đặc biệt là trái phiếu doanh nghiệp, niềm tin của nhà đầu tư đối với trái phiếu, cổ phiếu xuống thấp.",2022-11-23
81,2022-11-22 14:27:00,"Bộ Tài chính chuẩn bị họp bàn về thị trường chứng khoán và trái phiếu doanh nghiệp Cuộc họp sẽ có sự tham dự của Thứ trưởng Bộ Tài chính Nguyễn Đức Chi, các lãnh đạo của UBCKNN, Sở VNX, VSD, HNX và HoSE và các lãnh đạo CTCK, doanh nghiệp phát hành trái phiếu.",2022-11-22
82,2022-11-17 08:37:00,UBCKNN họp khẩn về thị trường chứng khoán UBCKNN triệu tập họp khẩn trong bối cảnh thị trường chứng khoán Việt Nam giảm mạnh nhất thế giới thời gian qua.,2022-11-17
83,2022-11-01 10:45:00,"Xử lý hai đối tượng tung tin sai về thị trường chứng khoán VTV.vn - Đó là hai trường hợp: Nguyễn Xuân Lượng (trú tại huyện Chương Mỹ) và Bùi Tiến Dũng (trú tại huyện Thanh Oai, TP Hà Nội).",2022-11-01
84,2022-10-27 16:19:00,"Xét xử Đặng Như Quỳnh vì tung tin thất thiệt, ảnh hưởng thị trường chứng khoán Sau những thông tin suy diễn, sai sự thật được Đặng Như Quỳnh (SN 1980) đăng tải, mã chứng khoán của một tập đoàn lớn đã liên tục giảm sàn. Giá trị vốn hóa giảm hàng nghìn tỷ đồng.",2022-10-27
85,2022-10-23 08:55:00,Lý do khiến 90% nhà đầu tư thua lỗ trên thị trường chứng khoán Nhóm phân tích liệt kê một số sai lầm mà nhà đầu tư thường mắc trong quá trình đầu tư.,2022-10-23
86,2022-10-12 10:53:00,"VN-Index giảm 500 điểm sau nửa năm: Thị trường chứng khoán chỉ còn 12 doanh nghiệp quy mô 100.000 tỷ đồng Sau 6 tháng giảm liên tục và đặc biệt giảm mạnh thời gian gần đây, đã có 7 doanh nghiệp ra khỏi ""câu lạc bộ vốn hóa 100.000 tỷ"".",2022-10-12
87,2022-10-08 18:37:00,"300 tỷ bảng ""bốc hơi"" khỏi thị trường chứng khoán Anh trong tháng đầu bà Truss nắm quyền Thủ tướng Anh Liz Truss vừa mới nhậm chức được một tháng, và các chính sách kinh tế cấp tiến của bà đã đẩy thị trường tài chính Anh rơi vào tình trạng hỗn loạn nghiêm trọng.",2022-10-08
88,2022-09-22 14:25:00,"Vì sao hiểu rõ về thị trường hàng hoá sẽ giúp bạn kiếm tiền tốt hơn trên thị trường chứng khoán? Theo ông Nguyễn Minh Tuấn, chuyên gia phân tích công ty đầu tư quốc tế Hữu Nghị, hiểu về thị trường hàng hoá giúp rất nhiều cho các nhà đầu tư thiên về trường phái cơ bản của chứng khoán.",2022-09-22
89,2022-09-21 10:49:00,"Bóng dáng các “siêu cá mập” đằng sau quỹ tỷ USD lớn nhất thị trường chứng khoán Việt Nam: Từ Bill Gates, Warren Buffett đến “đế chế” nội thất IKEA VEIL hiện là quỹ ngoại có quy mô lớn nhất thị trường với NAV gần 2 tỷ USD cùng hàng loạt khoản đầu tư vào các doanh nghiệp “đình đám” như Thế Giới Di Động, Hòa Phát, Vinhomes, FPT, Vietcombank, VPBank, Techcombank, ACB...",2022-09-21
90,2022-09-19 20:56:00,"Thao túng thị trường chứng khoán, Chủ tịch Louis Holdings 'đút túi' 153 tỷ đồng Ông Đỗ Thành Nhân, Chủ tịch Công ty CP Louis Holdings thừa nhận hành vi thao túng thị trường chứng khoán với hai mã BII và TGG, thu lời bất chính hơn 153 tỷ đồng.",2022-09-19
91,2022-09-19 17:33:00,"Cổ phiếu Bệnh viện tim bất ngờ tăng trần trong ngày thị trường chứng khoán giảm sâu TTD là mã cổ phiếu hiếm hoi tăng trần 6.800 đồng (14,98%) lên mức 52.200 đồng/cp. Khối lượng khớp lệnh đạt 7.300 đơn vị.",2022-09-19
92,2022-09-17 19:36:00,"Điều gì đã và có thể xảy ra với thị trường chứng khoán nếu Fed tăng lãi suất 1% Hầu hết chuyên gia trên Phố Wall vẫn dự đoán Fed sẽ tăng lãi suất thêm 0,75% trong cuộc họp chính sách vào tuần tới, song kỳ vọng về một đợt tăng 1% cũng đang tăng dần.",2022-09-17
93,2022-09-08 09:00:00,Thanh khoản thị trường chứng khoán lên cao nhất trong hơn 4 tháng Thanh khoản đã bắt đầu cải thiện từ đầu tháng 8 sau giai đoạn ảm đạm chưa từng thấy trong vòng hơn 2 năm kể từ khi làn sóng nhà đầu tư mới đổ bộ vào thị trường.,2022-09-08
94,2022-09-05 08:54:00,"Thị trường chứng khoán hồi phục, các quỹ đầu tư lớn bớt lỗ sau tháng 8 Dù phục hồi khá tích cực trong tháng 8 nhưng phần lớn các tổ chức lớn trên thị trường có hiệu suất âm sau 8 tháng đầu năm, thậm chí thua xa so với VN-Index.",2022-09-05
95,2022-09-04 19:18:00,"Góc nhìn chuyên gia: Tháng 9 sẽ là tháng bản lề cho thị trường chứng khoán Việt Nam trong giai đoạn cuối năm 2022 Trong tuần tới, ông Trương Thái Đạt cho rằng thị trường rất có thể xuất hiện các nhịp bull-trap, nhưng dự báo chỉ số chính của TTCK Việt Nam sẽ tiếp tục dao động trong biên độ đi ngang và đóng cửa tuần duy trì dưới kháng cự 1.300 điểm.",2022-09-04
96,2022-08-06 08:36:00,"Bộ Tài chính đề nghị cơ quan điều tra khởi tố 6 vụ việc về thị trường chứng khoán Bộ Tài chính thừa nhận thời gian gần đây trên thị trường cổ phiếu, thị trường chứng khoán phái sinh xuất hiện các hiện tượng thao túng giá, làm giá ngày càng tinh vi, nhiều mã chứng khoán được đẩy giá lên cao không gắn với tình hình hoạt động kinh doanh như vụ việc của FLC, Louis.",2022-08-06
97,2022-08-05 19:22:00,"Bộ Tài chính chuyển cơ quan điều tra 35 vụ việc bất thường trên thị trường chứng khoán Bộ trưởng Bộ Tài chính Hồ Đức Phớc đã có văn bản trả lời đại biểu tỉnh Lâm Đồng về các vấn đề liên quan tới quản lý thị trường vốn, cổ phiếu, trái phiếu.",2022-08-05
98,2022-07-18 11:33:00,Các chuyên gia đánh giá về cơ hội đầu tư nửa cuối năm 2022: Thị trường chứng khoán đã chạm đáy để đầu tư hay chưa? CEO Passion Investment cho rằng thị trường không quá tích cực nhưng cơ hội đã bắt đầu xuất hiện và càng về cuối năm thì cơ hội càng nhiều.,2022-07-18
99,2022-07-12 16:42:00,"Tung tin giả về tỷ phú Phạm Nhật Vượng, phải bồi thường nếu gây thiệt hại cho thị trường chứng khoán Theo luật sư, cần làm rõ ý đồ của người tung tin thất thiệt về tỷ phú Phạm Nhật Vượng bị cấm xuất cảnh để áp dụng biện pháp xử lý hành chính hoặc hình sự; đồng thời, người đưa tin giả phải bồi thường nếu chứng minh được hành vi này gây thiệt hại cho thị trường chứng khoán.",2022-07-12
100,2022-07-05 09:45:00,"Một công ty hàng đầu trên thị trường chứng khoán Việt Nam chi bình quân 2,5 tỷ đồng cho mỗi nhân viên Theo Báo cáo tài chính năm 2021 của DCVFM, tổng cộng trong năm công ty đã chi 362,8 tỷ đồng chi phí cho nhân viên. Với số nhân viên tính đến thời điểm 31/12/2021 là 148 người, bình quân DCVFM đã chi trả 2,45 tỷ đồng/người.",2022-07-05
101,2022-07-03 20:49:00,"Hy vọng nào cho thị trường chứng khoán nửa cuối năm? Thị trường chứng khoán luôn có nhiều cơ hội, quan trọng là nhà đầu tư phải biết chọn ""khẩu vị"" rủi ro để có chiến lược đầu tư phù hợp.",2022-07-03
102,2022-07-02 14:53:00,"Shark Louis Nguyễn: Định giá thị trường chứng khoán đang thực sự hấp dẫn, cơ hội tốt để mua vào thay vì lo sợ Theo Shark Louis Nguyễn, nếu có tiền mặt mà không dùng margin thì đầu tư thời điểm này là rất tốt.",2022-07-02
103,2022-07-01 15:13:00,"Vốn hóa thị trường chứng khoán giảm hơn 1,2 triệu tỷ đồng từ đầu năm Một nửa số vốn hóa thị trường đánh mất trong 6 tháng đầu năm đến từ nhóm VN30 trong đó các tên tuổi đầu ngành như VHM, VIC, HPG, GVR, TCB, MSN, CTG, NVL, VPB, VNM đều đã làm rơi hàng tỷ USD vốn hóa.",2022-07-01
104,2022-06-25 13:15:00,"Thị trường chứng khoán điều chỉnh, định giá nhóm cổ phiếu VN30 và VNMidcap đã xuống mức thấp như thế nào? Theo Agriseco Research, mặc dù định giá P/B của VN30 đang thấp hơn một chút so với trước dịch, nhưng hiệu quả kinh doanh chưa cải thiện nhiều. Do đó, Agriseco Research cho rằng, định giá của nhóm cổ phiếu trong VN30 đang ở vùng hợp lý và đã xuất hiện một số cổ phiếu ở vùng giá hấp dẫn.",2022-06-25
105,2022-06-24 15:28:00,"Chán đi làm kẹt xe tắc đường, 9X bỏ việc trở thành trader toàn thời gian, chia sẻ cách kiếm tiền nghiêm túc từ thị trường chứng khoán Việt Nam Để trở thành trader toàn thời gian, các chuyên gia cho rằng nhà đầu tư cần chuẩn bị dự phòng về tài chính cũng như tâm lý giao dịch kỹ lưỡng.",2022-06-24
106,2022-06-07 15:30:00,"Thị trường chứng khoán tháng 6: Các yếu tố hỗ trợ dần xuất hiện, nhưng khó kiếm lợi nhuận lớn trong ngắn hạn Công ty chứng khoán VnDirect và Rồng Việt cho rằng thị trường sẽ được cải thiện trong tháng 6, sau khi giảm mạnh tháng 4 và tháng 5 vừa qua. Tuy nhiên, nhà đầu tư vẫn nên thận trọng và hạn chế sử dụng margin.",2022-06-07
107,2022-06-07 11:17:00,"Tìm người bị hại trong vụ án “Thao túng thị trường chứng khoán” tại Tập đoàn FLC và các đơn vị liên quan Cơ quan Cảnh sát điều tra Bộ Công an thông báo tìm các các nhà đầu tư (người bị hại) liên quan đến vụ án “Thao túng thị trường chứng khoán”, xảy ra tại Công ty CP Tập đoàn FLC, Công ty CP Chứng khoán BOS và các công ty có liên quan.",2022-06-07
108,2022-06-06 14:04:00,"Bộ Tài chính: ""Thị trường cổ phiếu, thị trường chứng khoán phái sinh xuất hiện các hiện tượng thao túng, làm giá ngày càng tinh vi"" ""Trên thị trường cổ phiếu, thị trường chứng khoán phái sinh xuất hiện các hiện tượng thao túng giá, làm giá ngày càng tinh vi, nhiều mã chứng khoán được đẩy giá lên cao không gắn với tình hình hoạt động kinh doanh, nghĩa vụ công bố thông tin của một số doanh nghiệp đại chúng, công ty niêm yết, nhà đầu tư còn chưa đảm bảo chất lượng"".",2022-06-06
109,2022-05-23 15:03:00,"Đề nghị giám sát thị trường chứng khoán, trái phiếu doanh nghiệp, thị trường bất động sản Ủy ban Kinh tế của Quốc hội cho rằng thị trường chứng khoán, trái phiếu doanh nghiệp, bất động sản có nhiều rủi ro, không bền vững, thiếu ổn định. Do đó, cần tăng cường quản lý, giám sát thị trường chứng khoán, thị trường trái phiếu doanh nghiệp, thị trường bất động sản.",2022-05-23
110,2022-05-20 09:22:00,"Có nên bỏ thị trường chứng khoán cơ sở để sang giao dịch phái sinh? Kinh tế trưởng SSI khuyên ""tuỳ cơ địa từng người, ít nhất tim và thận của bạn phải khoẻ"" Các chuyên gia và nhà đầu tư chuyên nghiệp cho rằng nhà đầu tư cá nhân không nên tham gia giao dịch phái sinh bởi đây là cuộc chơi chỉ dành cho các tổ chức lớn.",2022-05-20
111,2022-05-19 13:38:00,"Nhà đầu tư cá nhân với 22 năm chinh chiến tiết lộ chiến lược ""lon cà phê"" để thắng trên thị trường chứng khoán Chiến lược đầu tư lon cà phê này cũng có thể ví như việc chọn một hạt giống tốt gieo xuống đất để ngày nào đó thành cây cổ thụ trong tài khoản.",2022-05-19
112,2022-05-18 19:06:00,"Bộ Tài chính: Những sai phạm của các cá nhân sẽ không ảnh hưởng tới hoạt động của thị trường chứng khoán Bộ Tài chính đảm bảo hoạt động quản lý nhà nước về lĩnh vực chứng khoán và vận hành TTCK liên tục, ổn định, an toàn; đảm bảo quyền lợi và nghĩa vụ của các tổ chức, cá nhân trong và ngoài nước đang tham gia trên TTCK Việt Nam theo đúng quy định của pháp luật.",2022-05-18
113,2022-05-13 10:00:00,"Thông điệp nóng của lãnh đạo Uỷ ban Chứng khoán Nhà nước giữa lúc thị trường chứng khoán ""giông bão"" ""Chúng tôi đang dõi sát diễn biến tình hình kinh tế - chính trị, động thái chính sách của các nước trên thế giới, đánh giá tác động, ảnh hưởng đến thị trường chứng khoán Việt Nam để kịp thời có các giải pháp phù hợp nhằm ổn định thị trường chứng khoán trong nước""",2022-05-13
114,2022-05-12 08:39:00,Có nên theo dõi giá Bitcoin để phán đoán diễn biến thị trường chứng khoán: Các chuyên gia đưa ra quan điểm đối lập Ông Lã Giang Trung cho rằng Bitcoin là một trong những chỉ báo quan trọng bởi vì đây là tài sản rất rủi ro. Trong khi đó ông Phạm Lưu Hưng cho rằng Bitcoin chỉ để xem cho vui.,2022-05-12
115,2022-05-11 14:57:00,"Quản lý công ty đầu tư duy nhất không mất tiền trong tháng 4, CEO Passion Investment tiết lộ cách giúp nhà đầu tư cá nhân né những cú 'sụt hố' trên thị trường chứng khoán Đối với các nhà đầu tư cá nhân chỉ có một nguyên tắc duy nhất mà trong tất cả các sách vở đều nói rồi: Chúng ta mua cổ phiếu dựa trên yếu tố cơ bản, đắt không mua, rẻ mới mua.",2022-05-11
116,2022-05-11 14:10:00,"'Thị trường chứng khoán không ngày nào ổn định thì các đồng chí thấy có yên tâm không?' Theo Chủ tịch Quốc hội Vương Đình Huệ, thị trường chứng khoán “sáng mưa, chiều nắng”, “bất thường, không ngày nào ổn định thì các đồng chí thấy có yên tâm không?”.",2022-05-11
117,2022-05-09 17:38:00,"Thị trường chứng khoán, bất động sản: Nhà đầu tư lướt sóng đang rời bỏ Hai năm vừa qua, ảnh hưởng bởi dịch COVID-19, khiến các kênh đầu tư như gửi tiết kiệm, sản xuất bị kém hấp dẫn. Tiền nhàn rỗi liên tục được giới đầu tư “đổ” vào bất động sản và chứng khoán. Đây cũng là lí do làm cho hai thị trường này liên tục tăng nóng. Tuy nhiên, từ đầu tháng tư đến nay, nhiều dấu hiệu cho thấy nhà đầu tư đang âm thầm rời bỏ 2 thị trường này.",2022-05-09
118,2022-05-08 10:25:00,'Điều tồi tệ nhất vẫn chưa xảy ra' đối với nhiều thị trường chứng khoán Một số chuyên gia chia sẻ nhận định với CNBC rằng nhiều thị trường chứng khoán sẽ phải đối mặt với làn sóng bán tháo cổ phiếu trong mùa hè này.,2022-05-08
119,2022-05-06 20:37:00,Hacker 19 tuổi đã nắm trong tay “quyền năng” đủ để làm sụp đổ cả thị trường chứng khoán Hacker tuổi teen thành triệu phú sau khi phơi bày lỗ hổng bảo mật ngăn chặn khủng hoảng thế giới.,2022-05-06
120,2022-05-06 17:02:00,"Bí kíp chọn cổ phiếu ""đẻ trứng vàng"" trên thị trường chứng khoán Chuyên gia Chứng khoán Yuanta đưa ra 4 bí kíp giúp nhà đầu tư lựa chọn cổ phiếu tốt.",2022-05-06
121,2022-05-06 08:49:00,"Đề nghị tiếp tục xử lý nghiêm các tổ chức, cá nhân thao túng, lũng đoạn thị trường chứng khoán Ủy ban Thường vụ Quốc hội đề nghị Chính phủ tiếp tục chỉ đạo các bộ, ngành liên quan có giải pháp chấn chỉnh và xử lý nghiêm minh các tổ chức, cá nhân có hành vi thao túng, lũng đoạn thị trường chứng khoán, thị trường trái phiếu doanh nghiệp, thị trường bất động sản.",2022-05-06
122,2022-04-29 20:53:00,"Bắt Phó Vụ trưởng Vụ Giám sát thị trường chứng khoán Cố ý làm làm lộ bí mật công tác, Nguyễn Hùng, Phó Vụ trưởng Vụ Giám sát thị trường chứng khoán thuộc Ủy ban Chứng khoán Nhà nước - Bộ Tài Chính, bị bắt giam.",2022-04-29
123,2022-04-29 20:05:00,"Trung tướng Tô Ân Xô: Xử lý hành vi tung tin thất thiệt về thị trường chứng khoán Bộ Công an đã chỉ đạo các lực lượng tập trung để kiểm soát, ngăn chặn, gọi hỏi, răn đe, thậm chí khởi tố những cá nhân tung tin thất thiệt, tin chưa kiểm chứng.",2022-04-29
124,2022-04-27 14:59:00,Mr.X30 bất ngờ phản biện câu nói gây sốc của Mai Phương Thuý về chuyện mất tiền trên thị trường chứng khoán: Những logic đấy tôi không theo được! Chuyên gia chứng khoán SSI cho rằng không thể xem là thành công khi so sánh lỗ của mình thấp hơn lỗ của người khác.,2022-04-27
125,2022-04-27 08:47:00,"Cổ phiếu công nghệ: Tội đồ gây ra cú bán tháo trên thị trường chứng khoán Mỹ, Nasdaq chạm đáy 52 tuần Lo ngại suy thoái kinh tế cùng lạm phát đã khiến các nhà đầu tư ồ ạt bán tháo cổ phiếu công nghệ cuối phiên, dẫn tới việc chứng khoán Mỹ chìm trong sắc đỏ, trong đó Nasdaq giảm gần 4%.",2022-04-27
126,2022-04-25 10:34:00,"Hoa hậu Mai Phương Thúy trả lời câu hỏi khi nào thị trường chứng khoán “hồi máu”: Điều này phụ thuộc vào các bạn! Ngược lại, theo hoa hậu Mai Phương Thúy, nếu mọi người dừng lại, không ồ ạt bán nữa thì thị trường sẽ xuống ít hơn hoặc tăng trở lại.",2022-04-25
127,2022-04-22 20:33:00,"Thủ tướng: Khẩn trương triển khai các biện pháp cần thiết để nâng hạng thị trường chứng khoán Việt Nam từ cận biên lên mới nổi Đối với thị trường chứng khoán: Thủ tướng yêu cầu Bộ Tài chính cần khẩn trương rà soát, sửa đổi các quy định bất cập hiện hành, đặc biệt là liên quan đến quy định việc minh bạch thông tin doanh nghiệp, quyền và trách nhiệm của các chủ thể quản lý, tham gia thị trường.",2022-04-22
128,2022-04-22 13:55:00,"Chiêu 'lùa gà' của Đỗ Thành Nhân trên thị trường chứng khoán Để 'lùa gà', Đỗ Thành Nhân - Chủ tịch Hội đồng quản trị Công ty CP Louis Holdings chia sẻ trong nhóm kín Louis Family và viết trên Facebook cá nhân: ""Hôm nay, ĐHCĐ BII, đặt lệnh hôm nay – lưu lại ngày mai"", nhưng sau đó lặng lẽ bán ra một loạt cổ phiếu. Động thái này khiến loạt cổ phiếu “họ” Louis lao dốc, nhà đầu tư không kịp trở tay.",2022-04-22
129,2022-04-21 15:44:00,"Sáng nay, Thủ tướng nhắc tới một số vụ án, vụ việc liên quan tới thị trường chứng khoán, trái phiếu doanh nghiệp ""Thủ tướng nêu rõ, Việt Nam là một nước đang phát triển, đang trong quá trình chuyển đổi, mọi công việc phải làm theo hướng nhỏ đến lớn, từ thấp đến cao, từ đơn giản đến phức tạp, vừa làm vừa rút kinh nghiệm, điều chỉnh phù hợp, không cầu toàn, không nóng vội"" - trang Fanpage Thông tin Chính phủ viết.",2022-04-21
130,2022-04-21 13:36:00,"Kinh tế vĩ mô không có biến động lớn nhưng thị trường chứng khoán lao dốc, nhà đầu tư nên làm gì? Theo Forbes, trong thời điểm thị trường chứng khoán biến động, nhà đầu tư hãy tận dụng thời điểm này thay vì lo lắng nhìn danh mục đầu tư của mình mất 20% hoặc thậm chí 30% giá trị. Do đó, Forbes đã gợi ý một số cách để các nhà đầu tư tận dụng để giảm thiểu rủi ro trong thời điểm thị trường chứng khoán biến động.",2022-04-21
131,2022-04-21 08:39:00,"Bộ trưởng Tài chính: Hành vi thao túng phải xử phạt nghiêm minh, nhưng doanh nghiệp làm đúng quy định thì phải ủng hộ hết mức để thị trường chứng khoán phát triển Mới đây, chia sẻ với báo chí, Bộ trưởng Tài chính Hồ Đức Phớc khẳng định: ""Bộ Tài chính sẽ chỉ đạo các bên đảm bảo vừa ủng hộ, cũng vừa giám sát kiểm tra tránh vấn đề thao túng thị trường chứng khoán, đặc biệt là thị trường cổ phiếu"".",2022-04-21
132,2022-04-20 22:32:00,"Hành trình "" tăng dựng đứng, rơi tự do"" của hai cổ phiếu TGG, BII trong vụ án ""thao túng thị trường chứng khoán"" khiến Chủ tịch Louis Holdings và CEO Trí Việt bị bắt Nhìn lại cổ phiếu hệ sinh thái Louis Holdings cho thấy các cổ phiếu đều tăng dựng đứng giảm kiểu ""rơi tự do"" khốc liệt bậc nhất sàn chứng khoán. TGG tăng từ 1.900 đồng lên 74.800 đồng/cổ phiếu còn BII từ 1.500 đồng lên 31.000 đồng/cổ phiếu. Sau khi xảy ra những lùm xùm, các cổ phiếu này đều ""rơi tự do"".",2022-04-20
133,2022-04-20 15:20:00,"Nhà đầu tư kỳ cựu 15 năm: ""Mùa đông đang đến trên thị trường chứng khoán nhưng cũng là mùa tuyệt vời nhất để mua cổ phiếu, giải ngân 1.390-1.400 điểm niềm tin sẽ trở lại sớm"" ""Khi mà những cổ phiếu tốt với thông tin tốt nhất cũng không đủ để vực dậy thị trường thì báo hiệu mùa đông đang đến trên thị trường chứng khoán. Trong mùa đông thì tất cả cổ phiếu đều thực sự khó khăn. Mọi thứ sẽ bị chèn ép đến cùng cực. Sẽ vẫn có những ngôi sao nhưng sẽ là số rất hiếm. Đa phần nhà đầu tư sẽ thua lỗ hoảng sợ và chán nản trong mùa đông. Mùa đông là thời điểm tuyệt vời nhất để gia tăng tích lũy tài sản. Nhưng với phần lớn nhà đầu tư F0, cần học cách sống sót qua mùa đông"".",2022-04-20
134,2022-04-18 09:02:00,"Ông Nguyễn Trung Du: Tồn tại 16 năm trên thị trường chứng khoán, nhờ “thiền” mà nói không với sự cám dỗ của ""cổ phiếu chết và vùng biển chết"" ""Đầu tư hay đầu cơ với khách hàng cá nhân bản chất là ""tầm gửi"" nên phải chọn các cây lớn có khả năng vươn lên cao và trường tồn chúng ta mới có cơ hội ""thơm lây"". Thị trường chứng khoán rất nhiều cám dỗ"" nên bạn phải có các nguyên tắc không tham gia, không quan tâm, không cố thử…trên các ""cổ phiếu chết và vùng biển chết"" không phù hợp với mình"".",2022-04-18
135,2022-04-06 08:11:00,"Thủ tướng: Dòng tiền của các vi phạm về thị trường chứng khoán, phát hành trái phiếu doanh nghiệp... đều tìm đến nơi ""trú ẩn"" cuối cùng là bất động sản Theo Thủ tướng, một vấn đề có tính quy luật là với các vi phạm này, dòng tiền đều tìm đến nơi ""trú ẩn"" cuối cùng là bất động sản. Do đó, các cơ quan liên quan cần lưu ý để có giải pháp phù hợp trong quá trình xử lý.",2022-04-06
136,2022-04-04 20:29:00,NÓNG: Bắt người giúp Trịnh Văn Quyết thao túng thị trường chứng khoán Trịnh Thị Minh Huế - cán bộ Ban kế toán thuộc Tập đoàn FLC mới bị bắt tạm giam với vai trò đồng phạm giúp sức Trịnh Văn Quyết.,2022-04-04
137,2022-04-02 15:38:00,"Khẩn trương điều tra những cá nhân giúp Trịnh Văn Quyết thao túng thị trường chứng khoán Trong trường hợp cơ quan chức năng đã xử phạt hành chính mà sau đó xác định hành vi vi phạm đủ cấu thành tội phạm, phải xử lý hình sự thì Cơ quan điều tra sẽ khởi tố để điều tra, xử lý theo quy định của pháp luật.",2022-04-02
138,2022-03-31 08:52:00,"Chuyên gia chỉ điểm 3 sai lầm tâm lý kinh điển khiến nhà đầu tư dễ mất tiền, cháy tài khoản trên thị trường chứng khoán Việt Nam Sau đây là một số sai lầm phổ biến về mặt tâm lý mà các nhà đầu tư mắc phải trên thị trường chứng khoán Việt Nam.",2022-03-31
139,2022-03-30 17:31:00,"Ông Lê Hải Trà nói gì về thị trường chứng khoán bị thao túng từ vụ ông Trịnh Văn Quyết? Sau lùm xùm việc bắt ông Trịnh Văn Quyết liên quan đến việc thao túng thị trường chứng khoán, ông Lê Hải Trà, Tổng Giám đốc Sở Giao dịch chứng khoán TP.HCM (HoSE) có cuộc trao đổi với Tiền Phong chiều ngày 30/3.",2022-03-30
140,2022-03-30 15:40:00,"“Bạo chúa Phố Wall” Ivan Boesky: Nỗi khiếp sợ của doanh nghiệp yếu thế, vào tù vì bê bối trên thị trường chứng khoán và cái kết lụi tàn Thị trường chứng khoán Mỹ từng ghi nhận không ít các vụ bê bối giao dịch nội gián. Đình đám nhất trong số đó không thể thiếu nhà đầu cơ khét tiếng Ivan Boesky.",2022-03-30
141,2022-03-30 15:06:00,"Vì sao sự kiện khởi tố, bắt tạm giam Chủ tịch FLC không ảnh hưởng lớn đến thị trường chứng khoán phiên sáng nay? Các chuyên gia đánh giá thị trường sáng nay diễn biến tích cực và tâm lý nhà đầu tư khá bình tĩnh. Điều này hoàn toàn khác so với diễn biến thị trường hồi tháng 1 khi thông tin cũng gần như tương tự.",2022-03-30
